id_viaje,id_camion,latitud,longitud,velocidad_kmh,aceleracion_ms2,giros_bruscos,hora_dia,tipo_real
V11977,128,-2.552088,-78.838785,47.25,0.426,2,10.05,normal
V11978,118,-2.904733,-78.589238,23.54,1.134,1,19.2,normal
V11979,122,-2.563914,-78.828664,53.04,1.127,1,8.02,normal
V11980,123,-2.519071,-78.88239,46.99,0.858,0,7.18,normal
V11981,117,-2.572247,-78.860014,47.44,0.374,1,6.44,normal
V11982,102,-2.506931,-78.835326,39.26,0.896,0,11.02,normal
V11983,105,-2.226481,-79.30953,95.43,0.222,0,14.18,normal
V11984,113,-2.580275,-78.852886,41.13,0.383,1,3.44,normal
V11985,113,-2.917453,-78.602537,24.46,0.841,3,19.7,normal
V11986,124,-2.169914,-79.303863,91.29,0.429,1,12.27,normal
V11987,111,-2.533986,-78.860952,46.26,1.121,2,9.24,normal
V11988,110,-2.921018,-78.583115,36.34,1.092,4,19.83,normal
V11989,107,-2.172659,-79.284083,93.12,0.137,0,14.15,normal
V11990,109,-2.219283,-79.336682,82.78,0.056,1,14.92,normal
V11991,124,-2.193842,-79.322343,98.56,0.479,0,15.69,normal
V11992,101,-2.859837,-78.60842,35.38,1.032,3,20.14,normal
V11993,119,-2.940697,-78.612863,30.32,1.267,2,19.25,normal
V11994,117,-2.553993,-78.866325,45.47,0.675,0,8.78,normal
V11995,122,-2.174837,-79.279742,91.47,0.523,0,16.39,normal
V11996,108,-2.553313,-78.865853,57.72,0.633,1,9.3,normal
V11997,123,-2.550204,-78.8186,51.91,0.315,2,11.41,normal
V11998,108,-3.645678,-80.08239,7.3,0.024,6,1.02,anomalia_desvio
V11999,109,-2.916897,-78.640205,25.32,1.264,2,18.21,normal
V12000,116,-2.891326,-78.595682,30.88,1.063,2,17.56,normal
V12001,112,-2.542342,-78.907209,45.03,0.736,0,10.17,normal
V12002,122,-2.164231,-79.309848,81.65,0.255,2,15.81,normal
V12003,112,-2.194375,-79.327898,94.47,0.468,1,13.98,normal
V12004,120,-2.531269,-78.866064,36.27,0.828,0,9.61,normal
V12005,106,-2.184751,-79.3061,91.62,0.251,0,12.33,normal
V12006,125,-2.553524,-78.834106,50.4,0.467,1,6.56,normal
V12007,116,-2.861164,-78.604275,31.19,1.415,7,17.39,normal
V12008,108,-2.217124,-79.311253,92.46,0.233,0,13.46,normal
V12009,109,-2.233408,-79.252353,96.34,0.261,1,20.69,normal
V12010,104,-2.171554,-79.303878,88.5,0.855,1,13.31,normal
V12011,118,-2.935823,-78.637191,36.71,1.389,3,18.5,normal
V12012,123,-2.158367,-79.335673,110.15,0.5,1,13.96,normal
V12013,103,-2.187246,-79.292139,90.18,0.391,0,15.61,normal
V12014,122,-2.565808,-78.828081,48.55,0.809,1,9.65,normal
V12015,126,-2.19066,-79.279218,95.38,0.157,1,14.78,normal
V12016,120,-2.554042,-78.83421,38.56,0.789,2,8.02,normal
V12017,101,-2.523403,-78.826657,53.53,0.738,1,10.32,normal
V12018,130,-2.189009,-79.31452,100.8,0.53,0,15.12,normal
V12019,125,-2.515121,-78.853243,43.8,0.479,0,6.79,normal
V12020,116,-2.555231,-78.792024,43.4,0.752,0,8.02,normal
V12021,126,-2.19196,-79.283995,93.55,,0,17.37,normal
V12022,124,-2.889001,-78.607834,34.31,1.186,0,21.38,normal
V12023,121,-2.89007,-78.576519,22.24,0.468,1,20.7,normal
V12024,109,-2.240342,-79.295685,93.76,0.314,0,17.3,normal
V12025,122,-2.544222,-78.824455,45.14,0.994,3,7.48,normal
V12026,104,-2.182287,-79.303921,96.31,0.462,0,15.06,normal
V12027,108,-2.583167,-78.856165,44.19,0.468,1,8.8,normal
V12028,103,-2.216176,-79.304252,94.78,0.486,0,13.46,normal
V12029,115,-2.204217,-79.260844,88.26,0.436,0,14.69,normal
V12030,113,-2.180113,-79.261272,85.98,0.382,0,13.34,normal
V12031,119,-2.520764,-78.824043,44.07,0.511,1,10.64,normal
V12032,116,-2.219312,-79.309012,91.41,0.468,0,15.84,normal
V12033,113,-2.58197,-78.829502,47.39,0.388,0,9.63,normal
V12034,124,-2.872182,-78.595218,32.66,1.637,1,21.48,normal
V12035,120,-2.881049,-78.596453,32.74,1.11,4,17.59,normal
V12036,111,-2.923161,-78.610727,24.33,1.021,2,19.16,normal
V12037,108,-2.201815,-79.294907,102.74,0.158,1,13.24,normal
V12038,115,-2.557762,-78.83706,,4.357,1,2.49,ruido_sensor
V12039,127,-2.197094,-79.315206,90.09,0.399,0,17.09,normal
V12040,123,-2.22336,-79.27196,101.28,0.383,2,14.26,normal
V12041,122,-2.207156,-79.300977,86.34,0.138,0,10.86,normal
V12042,102,-2.208514,-79.292077,101.16,0.655,0,12.83,normal
V12043,119,-2.941915,-78.587908,29.9,0.919,3,19.26,normal
V12044,117,-2.910105,-78.597129,20.16,1.069,4,17.26,normal
V12045,112,-2.178355,-79.27769,100.96,0.54,0,14.11,normal
V12046,127,-2.578543,-78.883369,42.08,0.843,1,9.3,normal
V12047,120,-2.188455,-79.310976,90.83,0.765,1,10.5,normal
V12048,107,-2.543046,-78.817379,47.78,1.003,0,9.88,normal
V12049,121,-2.184867,-79.27627,89.17,0.029,1,16.38,normal
V12050,101,-2.584692,-78.833369,53.34,0.841,0,10.15,normal
V12051,122,-2.574215,-78.848669,47.24,0.675,1,11.98,normal
V12052,116,-2.208925,-79.274013,89.42,0.723,1,15.82,normal
V12053,114,-2.56322,-78.867727,287.57,-4.862,2,9.37,ruido_sensor
V12054,103,-2.876946,-78.600131,29.47,1.671,3,13.96,normal
V12055,102,-2.170703,-79.338283,93.2,0.434,0,16.34,normal
V12056,112,-2.551238,-78.846312,51.27,0.091,1,9.97,normal
V12057,128,-2.52961,-78.853614,57.97,0.842,1,3.67,normal
V12058,118,-2.541081,-78.851819,55.2,0.628,0,10.24,normal
V12059,103,-2.192468,-79.312642,96.63,0.351,0,11.95,normal
V12060,108,-2.228522,-79.287844,102.1,0.699,0,10.89,normal
V12061,124,-2.568879,-78.911658,52.66,0.752,2,8.91,normal
V12062,116,-2.922329,-78.599661,28.31,1.294,3,16.93,normal
V12063,120,-2.544491,-78.867604,42.36,0.393,0,12.2,normal
V12064,107,-2.520609,-78.829443,54.47,0.868,0,11.18,normal
V12065,120,-2.214228,-79.288359,96.26,0.643,0,13.6,normal
V12066,101,-2.921304,-78.613638,33.36,0.257,2,19.65,normal
V12067,105,-2.932634,-78.593358,26.82,1.257,3,16.82,normal
V12068,121,-2.898359,-78.603461,38.07,1.189,1,21.32,normal
V12069,114,-2.198893,-79.300772,98.52,0.479,0,15.55,normal
V12070,124,-2.212276,-79.320284,86.71,0.62,0,14.36,normal
V12071,125,-2.551151,-78.88544,53.37,0.941,1,8.77,normal
V12072,129,-2.191192,-79.283489,92.35,0.524,0,15.33,normal
V12073,121,-2.907607,-78.595296,25.69,1.353,2,21.45,normal
V12074,108,-2.572464,-78.841997,43.59,1.015,2,6.19,normal
V12075,105,-2.545464,-78.853961,32.72,0.882,2,6.01,normal
V12076,106,-2.200266,-79.335126,93.17,0.291,0,13.51,normal
V12077,101,-2.526005,-78.848052,40.78,1.38,1,11.52,normal
V12078,106,-2.212148,-79.320802,88.75,0.417,0,16.92,normal
V12079,107,-2.91157,-78.626767,35.15,1.104,1,15.73,normal
V12080,104,-2.882803,-78.558101,24.12,0.498,2,17.86,normal
V12081,127,-2.533146,-78.871667,55.79,1.495,3,8.75,normal
V12082,130,-2.210076,-79.310751,90.46,0.657,0,12.14,normal
V12083,111,-2.532246,-78.880497,56.51,0.56,0,4.24,normal
V12084,114,-2.565642,-78.853923,43.07,0.961,2,8.51,normal
V12085,111,-2.226357,-79.310675,106.99,0.584,0,11.98,normal
V12086,119,-2.192881,-79.30544,92.59,0.673,1,12.88,normal
V12087,106,-2.547453,-78.8411,46.75,0.607,2,12.43,normal
V12088,115,-2.186009,-79.280495,88.59,0.26,0,13.32,normal
V12089,121,-2.23869,-79.304046,87.33,0.355,1,11.16,normal
V12090,102,-2.186154,-79.288238,103.5,0.683,0,15.34,normal
V12091,103,-2.183219,-79.310849,87.28,0.4,0,13.35,normal
V12092,126,-2.547151,-78.849467,51.9,0.944,0,10.74,normal
V12093,121,-2.900046,-78.635054,28.36,1.0,2,13.29,normal
V12094,117,-2.211268,-79.246719,129.13,4.463,15,2.64,anomalia_temeraria
V12095,115,-2.57066,-78.902335,39.14,1.029,2,9.59,normal
V12096,105,-2.92973,-78.599827,29.09,1.463,5,22.46,normal
V12097,125,-2.872924,-78.608494,24.94,2.121,2,20.63,normal
V12098,130,-2.200067,-79.279349,87.36,0.422,0,15.69,normal
V12099,108,-2.18775,-79.301567,93.38,0.398,1,14.02,normal
V12100,130,-2.926593,-78.576768,41.1,0.843,6,21.83,normal
V12101,117,-2.904426,-78.630484,35.03,1.185,2,19.88,normal
V12102,126,-2.900317,-78.601158,32.12,1.863,1,20.61,normal
V12103,119,-2.90429,-78.607897,35.9,1.235,1,17.48,normal
V12104,129,-2.556143,-78.837909,44.53,0.441,0,13.92,normal
V12105,112,-2.558948,-78.857573,56.44,0.849,0,6.51,normal
V12106,126,-2.227678,-79.311517,90.72,0.186,0,13.71,normal
V12107,112,-2.16617,-79.311392,86.9,0.21,0,12.79,normal
V12108,118,-2.893703,-78.612044,32.75,1.368,2,15.73,normal
V12109,122,-2.551495,-78.856067,44.59,0.938,0,7.46,normal
V12110,101,-2.231797,-79.330394,78.88,0.485,0,14.56,normal
V12111,115,-2.193389,-79.285313,91.86,0.347,0,16.39,normal
V12112,120,-2.901662,-78.628937,32.77,1.905,2,19.66,normal
V12113,124,-2.208581,-79.286402,98.38,0.935,0,17.05,normal
V12114,111,-2.542553,-78.849276,50.0,0.365,0,9.38,normal
V12115,123,-2.225963,-79.244562,100.42,0.557,0,14.59,normal
V12116,104,-2.194616,-79.300375,98.19,0.64,0,13.49,normal
V12117,120,-2.18318,-79.307124,91.08,0.257,0,16.45,normal
V12118,113,-2.174701,-79.28708,85.58,0.658,0,12.48,normal
V12119,110,-2.198634,-79.282635,84.39,0.737,0,13.18,normal
V12120,119,-2.549761,-78.879726,52.82,0.601,1,9.05,normal
V12121,120,-2.209021,-79.316803,87.12,0.395,0,11.31,normal
V12122,117,-2.876746,-78.612961,23.93,1.762,1,20.51,normal
V12123,107,-2.923962,-78.590855,29.14,1.07,2,19.35,normal
V12124,106,-2.583729,-78.838617,44.63,0.557,1,10.14,normal
V12125,112,-2.538008,-78.852181,42.78,0.541,2,6.22,normal
V12126,122,-2.574507,-78.868191,35.23,0.73,0,6.81,normal
V12127,103,-2.861324,-78.586457,30.26,0.974,3,16.81,normal
V12128,102,-2.18048,-79.26883,96.01,0.668,0,10.93,normal
V12129,110,-2.87302,-78.596576,32.48,1.42,2,21.14,normal
V12130,122,-2.898449,-78.587419,29.0,0.963,2,18.05,normal
V12131,108,-2.198394,-79.313908,83.84,0.349,0,12.54,normal
V12132,119,-2.514297,-78.865146,45.19,0.896,1,9.69,normal
V12133,110,-2.194432,-79.29578,103.48,0.442,0,12.74,normal
V12134,113,-2.863988,-78.601817,30.21,0.701,4,20.62,normal
V12135,103,-2.556411,-78.8461,52.16,0.962,1,9.2,normal
V12136,104,-2.544199,-78.84376,44.97,0.682,2,8.37,normal
V12137,104,-2.928014,-78.584518,28.28,0.614,1,17.6,normal
V12138,106,-2.224587,-79.296202,107.17,0.892,0,10.31,normal
V12139,115,-2.532316,-78.861019,46.02,0.976,0,9.33,normal
V12140,104,-2.164235,-79.269987,107.84,0.464,1,17.38,normal
V12141,113,-2.215256,-79.3234,129.84,5.327,6,8.16,anomalia_temeraria
V12142,120,-2.553253,-78.824872,51.13,0.95,1,10.02,normal
V12143,111,-2.571654,-78.85753,42.68,0.483,2,11.51,normal
V12144,120,-2.527789,-78.866975,43.95,0.408,0,8.64,normal
V12145,117,-2.554311,-78.859369,52.5,0.35,0,10.52,normal
V12146,108,-2.557563,-78.860218,46.94,1.145,2,10.41,normal
V12147,108,-2.884145,-78.580659,28.99,0.779,3,19.77,normal
V12148,118,-2.917074,-78.586097,28.55,1.24,0,20.55,normal
V12149,111,-2.917141,-78.611462,31.09,-0.043,4,17.48,normal
V12150,128,-2.923303,-78.627219,29.39,0.459,3,17.58,normal
V12151,116,-2.511527,-78.843886,47.36,0.705,1,7.59,normal
V12152,114,-2.569784,-78.875737,50.03,0.55,2,9.35,normal
V12153,112,-2.551092,-78.818126,55.79,1.087,0,6.21,normal
V12154,122,-2.906515,-78.606056,31.61,1.012,2,14.57,normal
V12155,121,-2.212883,-79.297137,93.76,0.546,0,17.61,normal
V12156,116,-2.891336,-78.60721,36.27,0.767,4,18.1,normal
V12157,122,-2.60556,-78.859991,51.47,0.852,1,8.17,normal
V12158,123,-2.538996,-78.829019,58.19,0.925,2,9.41,normal
V12159,109,-2.903083,-78.582389,32.61,0.778,0,18.75,normal
V12160,110,-2.529448,-78.83801,52.91,0.908,3,9.55,normal
V12161,123,-2.565246,-78.840014,62.99,0.807,0,5.09,normal
V12162,111,-2.899438,-78.603925,22.33,0.795,3,18.31,normal
V12163,103,-2.209627,-79.342667,81.01,0.689,1,18.17,normal
V12164,101,-2.543959,-78.846554,50.64,0.521,0,10.73,normal
V12165,121,-2.896035,-78.599603,33.27,0.522,1,18.72,normal
V12166,108,-2.57746,-78.861792,60.53,1.122,2,8.13,normal
V12167,102,-2.231206,-79.338583,86.49,0.445,0,16.8,normal
V12168,101,-2.181328,-79.277087,83.73,0.321,0,13.27,normal
V12169,120,-2.897822,-78.580278,22.33,0.562,4,17.51,normal
V12170,113,-2.217899,-79.291344,93.79,0.232,0,13.53,normal
V12171,124,-2.542159,-78.871316,49.22,0.709,0,8.98,normal
V12172,112,-2.597091,-78.809712,48.42,1.04,1,10.14,normal
V12173,129,-2.927325,-78.617734,35.47,1.022,4,16.77,normal
V12174,119,-2.56228,-78.833265,48.01,0.79,2,11.1,normal
V12175,108,-2.550998,-78.846345,52.89,0.386,1,8.1,normal
V12176,105,-2.165795,-79.312448,97.22,0.299,1,15.02,normal
V12177,104,-2.945778,-78.6086,36.35,2.013,2,19.28,normal
V12178,111,-2.188337,-79.34549,86.05,0.535,1,12.58,normal
V12179,102,-2.551099,-78.844865,53.32,1.13,4,9.86,normal
V12180,126,-2.926582,-78.614626,28.44,1.181,1,17.54,normal
V12181,111,-2.536772,-78.867717,51.2,1.358,0,10.36,normal
V12182,107,-2.175439,-79.285168,77.79,0.29,0,13.27,normal
V12183,117,-2.563127,-78.857654,50.8,0.73,0,4.49,normal
V12184,114,-2.203922,-79.315586,84.95,0.543,0,13.02,normal
V12185,117,-2.531547,-78.849772,49.31,0.382,0,14.27,normal
V12186,108,-2.546831,-78.827109,58.13,0.895,2,10.39,normal
V12187,110,-2.183874,-79.255871,84.5,0.347,0,14.44,normal
V12188,108,-2.902706,-78.613565,24.53,1.224,1,18.47,normal
V12189,101,-2.545932,-78.85078,59.74,0.44,1,9.76,normal
V12190,130,-2.547266,-78.885162,49.98,0.395,0,8.84,normal
V12191,123,-2.890973,-78.600463,22.76,1.244,1,17.91,normal
V12192,130,-2.889694,-78.60105,22.85,1.454,0,15.8,normal
V12193,121,-2.557524,-78.89134,45.47,1.669,1,10.43,normal
V12194,102,-2.565212,-78.847843,53.12,0.827,1,9.29,normal
V12195,105,-2.916353,-78.613746,37.99,0.41,2,16.52,normal
V12196,107,-2.221535,-79.261364,86.76,0.258,0,10.57,normal
V12197,127,-2.186429,-79.302373,99.26,0.361,0,12.01,normal
V12198,127,-2.544468,-78.865825,269.13,-0.907,2,13.23,ruido_sensor
V12199,106,-2.182327,-79.307246,111.58,0.399,0,17.92,normal
V12200,118,-2.212098,-79.292808,86.59,0.439,0,18.38,normal
V12201,108,-2.567352,-78.872021,51.58,0.854,1,9.77,normal
V12202,124,-2.514186,-78.840261,53.34,0.745,0,9.88,normal
V12203,109,-2.546548,-78.872177,51.54,0.393,0,10.14,normal
V12204,114,-3.565192,-80.163931,27.88,0.877,6,1.63,anomalia_desvio
V12205,102,-2.537783,-78.845452,50.62,1.336,1,8.51,normal
V12206,123,-2.906931,-78.620093,31.35,0.456,4,19.82,normal
V12207,125,-2.894036,-78.564851,24.53,0.749,1,14.56,normal
V12208,107,-2.549148,-78.866092,44.46,0.488,0,9.77,normal
V12209,119,-2.190137,-79.298595,94.24,0.272,1,14.4,normal
V12210,119,-2.890357,-78.619262,29.05,0.991,6,17.54,normal
V12211,109,-2.203632,-79.261744,102.48,0.641,0,13.02,normal
V12212,128,-2.217698,-79.325483,76.01,0.22,1,12.27,normal
V12213,117,-2.160642,-79.305135,89.89,0.323,1,14.14,normal
V12214,125,-3.609433,-80.075817,21.5,0.888,2,2.44,anomalia_desvio
V12215,117,-2.873279,-78.572064,31.48,1.474,5,17.54,normal
V12216,128,-2.538577,-78.819207,50.28,0.813,3,9.36,normal
V12217,112,-2.200302,-79.30387,101.08,0.239,0,15.04,normal
V12218,104,-2.550445,-78.83212,51.9,0.33,2,9.87,normal
V12219,106,-2.578435,-78.813931,56.04,0.562,0,11.04,normal
V12220,130,-2.188045,-79.309835,78.05,0.443,0,17.34,normal
V12221,113,-2.190547,-79.29605,89.22,0.615,1,11.56,normal
V12222,118,-2.199464,-79.288658,77.97,0.667,1,11.61,normal
V12223,127,-2.541694,-78.85838,51.43,1.472,0,7.02,normal
V12224,112,-2.544847,-78.838333,44.28,0.612,1,8.15,normal
V12225,116,-2.559039,-78.850847,45.15,0.607,1,11.23,normal
V12226,123,-2.874421,-78.597267,39.36,1.545,6,22.46,normal
V12227,107,-2.542406,-78.86045,45.5,0.925,2,8.01,normal
V12228,116,-2.550863,-78.877343,50.97,0.835,1,8.3,normal
V12229,102,-2.886257,-78.585846,28.73,1.68,3,22.17,normal
V12230,130,-2.552916,-78.824371,52.24,1.263,3,8.36,normal
V12231,110,-2.170327,-79.304875,88.14,,0,12.09,normal
V12232,116,-2.55949,-78.842781,45.16,0.744,0,5.19,normal
V12233,125,-2.209859,-79.291741,87.23,0.397,0,12.23,normal
V12234,126,-2.251631,-79.308354,85.3,0.599,1,14.64,normal
V12235,115,-2.208413,-79.230866,88.92,0.541,0,18.88,normal
V12236,111,-2.19692,-79.319355,107.06,0.793,0,16.09,normal
V12237,110,-2.181754,-79.304548,89.97,0.317,0,12.6,normal
V12238,119,-2.903315,-78.605017,27.12,1.296,4,17.82,normal
V12239,129,-2.563843,-78.859081,51.26,0.918,2,9.03,normal
V12240,118,-2.916783,-78.612637,25.63,0.99,6,15.93,normal
V12241,121,-2.571203,-78.853184,42.46,0.533,1,6.11,normal
V12242,120,-2.209779,-79.302446,101.4,0.377,1,15.6,normal
V12243,105,-3.608988,-80.060558,19.16,1.294,5,3.45,anomalia_desvio
V12244,106,-2.480919,-78.834152,37.95,0.546,2,8.49,normal
V12245,128,-2.175545,-79.29556,100.73,0.701,0,14.05,normal
V12246,116,-2.538631,-78.859276,40.67,1.221,0,8.74,normal
V12247,130,-2.529481,-78.8762,56.56,0.944,0,11.0,normal
V12248,107,-2.570522,-78.840716,48.5,0.746,1,4.81,normal
V12249,107,-2.231769,-79.313751,93.67,0.178,0,12.21,normal
V12250,103,-2.18678,-79.324855,90.58,0.844,0,13.34,normal
V12251,106,-2.519679,-78.857465,59.44,0.99,0,10.71,normal
V12252,122,-2.565851,-78.883004,,0.522,1,10.71,normal
V12253,127,-2.919153,-78.571325,26.21,0.762,2,19.05,normal
V12254,107,-2.883487,-78.610262,27.21,1.265,2,22.77,normal
V12255,121,-2.201474,-79.279748,105.38,0.678,0,13.17,normal
V12256,122,-2.936423,-78.567271,26.84,1.169,1,18.21,normal
V12257,115,-2.55169,-78.85631,44.99,0.868,1,9.94,normal
V12258,102,-2.197435,-79.263966,92.41,0.627,0,14.45,normal
V12259,129,-2.540242,-78.836527,48.59,1.058,1,9.81,normal
V12260,117,-2.19679,-79.294502,96.6,0.592,0,15.34,normal
V12261,106,-2.915415,-78.585321,29.32,1.23,2,14.74,normal
V12262,117,-2.20759,-79.331725,100.05,0.182,0,14.14,normal
V12263,114,-2.248564,-79.287737,142.09,4.264,6,22.75,anomalia_temeraria
V12264,114,-2.208084,-79.253733,93.68,0.328,0,16.31,normal
V12265,125,-2.889628,-78.591981,26.41,1.25,3,18.83,normal
V12266,120,-2.175857,-79.285008,87.48,0.369,0,14.09,normal
V12267,108,-2.182389,-79.290621,94.59,0.324,0,12.87,normal
V12268,110,-2.904286,-78.651159,28.78,1.195,1,18.48,normal
V12269,103,-2.608612,-78.806372,50.3,0.552,1,7.57,normal
V12270,124,-2.200572,-79.273808,93.03,0.266,1,12.89,normal
V12271,110,-2.54193,-78.867282,38.89,0.846,2,9.01,normal
V12272,129,-2.89646,-78.616133,33.24,0.909,1,17.94,normal
V12273,125,-2.529439,-78.828861,56.89,0.352,0,8.3,normal
V12274,117,-2.910314,-78.623064,20.66,1.174,2,17.82,normal
V12275,105,-2.213274,-79.334517,97.79,0.374,0,13.83,normal
V12276,130,-2.548877,-78.877504,44.11,0.719,2,10.19,normal
V12277,123,-3.525958,-80.127326,21.52,0.625,2,2.17,anomalia_desvio
V12278,118,-2.906627,-78.58029,34.5,0.939,3,18.22,normal
V12279,119,-2.884634,-78.625285,31.38,1.368,4,23.4,normal
V12280,121,-2.210105,-79.335602,86.6,0.46,0,15.17,normal
V12281,116,-2.559315,-78.883177,47.31,1.037,4,7.87,normal
V12282,110,-2.227,-79.283617,79.9,0.129,0,13.94,normal
V12283,117,-2.191997,-79.304518,89.83,0.506,0,14.07,normal
V12284,127,-2.91255,-78.607074,30.03,0.669,1,17.63,normal
V12285,110,-2.196182,-79.317689,95.33,-0.063,0,17.47,normal
V12286,103,-2.895018,-78.569183,29.29,0.665,1,19.27,normal
V12287,112,-2.547041,-78.842386,53.25,0.961,0,10.34,normal
V12288,109,-2.554678,-78.85304,56.87,0.712,1,11.67,normal
V12289,108,-2.561746,-78.851994,49.78,1.35,2,7.0,normal
V12290,102,-2.208089,-79.294748,88.1,0.544,0,11.19,normal
V12291,105,-2.568804,-78.816781,47.87,0.919,1,10.18,normal
V12292,129,-2.588652,-78.861271,39.27,1.026,1,7.85,normal
V12293,114,-3.625906,-80.128226,7.51,0.336,3,2.73,anomalia_desvio
V12294,103,-2.549242,-78.851461,49.64,0.766,1,10.37,normal
V12295,112,-2.528418,-78.848786,45.39,0.294,3,9.62,normal
V12296,121,-2.23227,-79.362503,107.67,0.213,0,13.18,normal
V12297,103,-2.582125,-78.835334,49.53,1.093,2,8.75,normal
V12298,113,-2.543448,-78.840577,56.37,0.49,0,9.55,normal
V12299,128,-2.231791,-79.326889,86.64,0.438,0,12.77,normal
V12300,102,-2.501467,-78.861434,54.44,0.731,0,10.81,normal
V12301,116,-2.536921,-78.862587,45.72,0.896,0,5.7,normal
V12302,123,-2.551524,-78.849331,45.63,1.27,1,10.97,normal
V12303,109,-2.901573,-78.585824,34.78,1.377,2,19.38,normal
V12304,124,-2.538965,-78.847211,54.42,0.859,0,9.9,normal
V12305,128,-2.532974,-78.835439,42.9,0.612,0,11.41,normal
V12306,109,-2.185644,-79.340585,104.64,0.227,1,15.1,normal
V12307,128,-2.513252,-78.83046,44.64,0.755,2,13.13,normal
V12308,109,-2.167468,-79.295121,90.87,0.456,1,15.44,normal
V12309,129,-2.175677,-79.287703,85.68,0.409,0,14.03,normal
V12310,101,-2.579963,-78.827965,43.8,0.714,1,10.94,normal
V12311,115,-2.896347,-78.592899,37.43,0.557,3,20.67,normal
V12312,119,-2.199887,-79.281647,106.16,0.351,2,17.22,normal
V12313,111,-2.543394,-78.858637,41.95,0.98,1,9.76,normal
V12314,117,-2.197191,-79.331426,88.53,0.227,0,11.84,normal
V12315,120,-2.514618,-78.839041,54.98,1.446,0,7.88,normal
V12316,120,-2.208789,-79.231657,137.63,4.538,7,11.28,anomalia_temeraria
V12317,127,-2.866882,-78.581899,27.29,1.291,5,18.87,normal
V12318,102,-2.556154,-78.84089,230.22,3.226,2,9.25,ruido_sensor
V12319,120,-2.562732,-78.824406,41.82,1.193,0,10.96,normal
V12320,119,-2.918349,-78.600541,28.97,1.917,5,22.46,normal
V12321,127,-2.19085,-79.323078,75.48,0.093,0,14.07,normal
V12322,108,-2.913369,-78.574402,26.04,1.556,4,19.86,normal
V12323,108,-2.547718,-78.861927,54.87,1.429,2,9.61,normal
V12324,111,-2.544415,-78.863954,55.02,1.072,0,8.8,normal
V12325,101,-2.927719,-78.610793,20.19,1.584,2,19.39,normal
V12326,127,-2.213557,-79.298033,94.37,0.706,0,12.51,normal
V12327,102,-2.549379,-78.834945,43.07,0.513,0,7.67,normal
V12328,120,-2.232909,-79.303687,92.16,-0.03,1,12.42,normal
V12329,115,-2.167222,-79.285689,100.24,0.893,1,12.49,normal
V12330,112,-2.171724,-79.282202,91.42,0.439,0,13.09,normal
V12331,110,-2.527052,-78.856712,36.78,0.605,0,9.09,normal
V12332,126,-2.570624,-78.829438,52.29,0.953,1,5.44,normal
V12333,103,-2.563551,-78.864755,38.48,0.947,0,7.41,normal
V12334,125,-2.534086,-78.838548,46.84,0.662,0,14.83,normal
V12335,127,-2.232211,-79.287525,86.1,0.235,0,10.74,normal
V12336,101,-2.541877,-78.81708,36.86,1.243,2,6.23,normal
V12337,116,-2.194452,-79.31352,87.57,0.283,0,16.62,normal
V12338,115,-2.184097,-79.32053,90.95,0.392,0,13.28,normal
V12339,108,-2.185708,-79.32101,88.66,0.24,1,13.0,normal
V12340,111,-2.524013,-78.854229,41.71,0.588,3,9.22,normal
V12341,120,-2.895649,-78.58665,28.4,1.779,3,18.29,normal
V12342,120,-2.182585,-79.315243,94.49,0.266,0,14.13,normal
V12343,130,-2.186805,-79.294171,93.01,0.295,0,14.12,normal
V12344,108,-2.896937,-78.580303,18.16,0.91,3,21.75,normal
V12345,112,-2.180215,-79.318326,98.27,0.158,0,12.43,normal
V12346,117,-2.208874,-79.274625,98.07,0.288,1,15.39,normal
V12347,122,-2.904747,-78.59691,41.92,1.185,1,20.92,normal
V12348,124,-2.20726,-79.280891,83.37,0.51,0,13.66,normal
V12349,107,-2.521924,-78.822786,44.86,0.629,0,7.76,normal
V12350,115,-2.91134,-78.583109,23.71,0.492,1,18.88,normal
V12351,113,-2.218351,-79.31012,79.81,0.385,0,15.01,normal
V12352,121,-2.193168,-79.317711,102.04,0.304,1,13.48,normal
V12353,127,-2.243949,-79.337969,143.81,4.851,8,18.82,anomalia_temeraria
V12354,112,-2.889491,-78.59566,29.7,0.847,1,18.98,normal
V12355,118,-2.902757,-78.567371,19.17,1.822,6,16.97,normal
V12356,125,-2.5456,-78.839013,45.83,0.664,4,8.09,normal
V12357,108,-2.541034,-78.837006,58.26,1.317,2,8.72,normal
V12358,105,-2.186027,-79.332462,93.03,0.626,0,14.43,normal
V12359,104,-2.18112,-79.29356,98.08,0.711,0,13.39,normal
V12360,121,-2.605254,-78.828476,56.68,0.667,1,8.59,normal
V12361,128,-2.531848,-78.874337,46.18,1.099,1,8.74,normal
V12362,121,-2.203029,-79.283568,81.82,0.305,0,13.12,normal
V12363,108,-2.937482,-78.597935,30.96,0.553,1,19.76,normal
V12364,101,-2.557653,-78.850056,36.66,1.239,3,10.64,normal
V12365,127,-2.228543,-79.305617,112.25,0.473,1,10.31,normal
V12366,110,-2.217396,-79.32204,97.41,0.364,0,14.25,normal
V12367,124,-2.18867,-79.317776,86.55,0.512,0,11.19,normal
V12368,122,-2.955506,-78.631605,29.37,1.747,2,18.9,normal
V12369,116,-2.212053,-79.318504,92.17,0.667,1,13.78,normal
V12370,101,-2.572767,-78.82206,59.08,0.411,0,7.7,normal
V12371,130,-2.535653,-78.876956,47.29,1.391,1,10.92,normal
